"","accidentMonthYear","accidentMonth","accidentYear","claims","avgMonthlyClaims","indexMonthly"
"48",2005-03-01,3,2005,33,40.8333333333333,0.808163265306122
"49",2005-04-01,4,2005,36,40.8333333333333,0.881632653061224
"50",2005-05-01,5,2005,40,40.8333333333333,0.979591836734694
"51",2005-06-01,6,2005,46,40.8333333333333,1.1265306122449
"52",2005-07-01,7,2005,31,40.8333333333333,0.759183673469388
"53",2005-08-01,8,2005,42,40.8333333333333,1.02857142857143
"54",2005-09-01,9,2005,45,40.8333333333333,1.10204081632653
"55",2005-10-01,10,2005,53,40.8333333333333,1.29795918367347
"56",2005-11-01,11,2005,47,40.8333333333333,1.15102040816327
"57",2005-12-01,12,2005,43,40.8333333333333,1.0530612244898
"58",2006-01-01,1,2006,39,39.0833333333333,0.997867803837953
"59",2006-02-01,2,2006,22,39.0833333333333,0.562899786780384
"60",2006-03-01,3,2006,41,39.0833333333333,1.04904051172708
"61",2006-04-01,4,2006,24,39.0833333333333,0.61407249466951
"62",2006-05-01,5,2006,42,39.0833333333333,1.07462686567164
"63",2006-06-01,6,2006,49,39.0833333333333,1.25373134328358
"64",2006-07-01,7,2006,54,39.0833333333333,1.3816631130064
"65",2006-08-01,8,2006,37,39.0833333333333,0.946695095948827
"66",2006-09-01,9,2006,33,39.0833333333333,0.844349680170576
"67",2006-10-01,10,2006,37,39.0833333333333,0.946695095948827
"68",2006-11-01,11,2006,55,39.0833333333333,1.40724946695096
"69",2006-12-01,12,2006,36,39.0833333333333,0.921108742004264
"70",2007-01-01,1,2007,44,39.1666666666667,1.12340425531915
"71",2007-02-01,2,2007,30,39.1666666666667,0.765957446808511
"72",2007-03-01,3,2007,47,39.1666666666667,1.2
"73",2007-04-01,4,2007,35,39.1666666666667,0.893617021276596
"74",2007-05-01,5,2007,41,39.1666666666667,1.0468085106383
"75",2007-06-01,6,2007,37,39.1666666666667,0.94468085106383
"76",2007-07-01,7,2007,31,39.1666666666667,0.791489361702128
"77",2007-08-01,8,2007,31,39.1666666666667,0.791489361702128
"78",2007-09-01,9,2007,33,39.1666666666667,0.842553191489362
"79",2007-10-01,10,2007,51,39.1666666666667,1.30212765957447
"80",2007-11-01,11,2007,50,39.1666666666667,1.27659574468085
"81",2007-12-01,12,2007,40,39.1666666666667,1.02127659574468
"82",2008-01-01,1,2008,36,39.8333333333333,0.903765690376569
"83",2008-02-01,2,2008,39,39.8333333333333,0.97907949790795
"84",2008-03-01,3,2008,40,39.8333333333333,1.00418410041841
"85",2008-04-01,4,2008,33,39.8333333333333,0.828451882845188
"86",2008-05-01,5,2008,42,39.8333333333333,1.05439330543933
"87",2008-06-01,6,2008,45,39.8333333333333,1.12970711297071
"88",2008-07-01,7,2008,45,39.8333333333333,1.12970711297071
"89",2008-08-01,8,2008,42,39.8333333333333,1.05439330543933
"90",2008-09-01,9,2008,44,39.8333333333333,1.10460251046025
"91",2008-10-01,10,2008,35,39.8333333333333,0.878661087866109
"92",2008-11-01,11,2008,38,39.8333333333333,0.953974895397489
"93",2008-12-01,12,2008,39,39.8333333333333,0.97907949790795
"94",2009-01-01,1,2009,40,37.6666666666667,1.06194690265487
"95",2009-02-01,2,2009,31,37.6666666666667,0.823008849557522
"96",2009-03-01,3,2009,55,37.6666666666667,1.46017699115044
"97",2009-04-01,4,2009,37,37.6666666666667,0.982300884955752
"98",2009-05-01,5,2009,39,37.6666666666667,1.0353982300885
"99",2009-06-01,6,2009,34,37.6666666666667,0.902654867256637
"100",2009-07-01,7,2009,39,37.6666666666667,1.0353982300885
"101",2009-08-01,8,2009,29,37.6666666666667,0.769911504424779
"102",2009-09-01,9,2009,38,37.6666666666667,1.00884955752212
"103",2009-10-01,10,2009,36,37.6666666666667,0.955752212389381
"104",2009-11-01,11,2009,35,37.6666666666667,0.929203539823009
"105",2009-12-01,12,2009,39,37.6666666666667,1.0353982300885
"106",2010-01-01,1,2010,34,30.5833333333333,1.11171662125341
"107",2010-02-01,2,2010,26,30.5833333333333,0.850136239782016
"108",2010-03-01,3,2010,28,30.5833333333333,0.915531335149864
"109",2010-04-01,4,2010,27,30.5833333333333,0.88283378746594
"110",2010-05-01,5,2010,28,30.5833333333333,0.915531335149864
"111",2010-06-01,6,2010,21,30.5833333333333,0.686648501362398
"112",2010-07-01,7,2010,29,30.5833333333333,0.948228882833787
"113",2010-08-01,8,2010,36,30.5833333333333,1.17711171662125
"114",2010-09-01,9,2010,29,30.5833333333333,0.948228882833787
"115",2010-10-01,10,2010,44,30.5833333333333,1.43869209809264
"116",2010-11-01,11,2010,36,30.5833333333333,1.17711171662125
"117",2010-12-01,12,2010,29,30.5833333333333,0.948228882833787
"118",2011-01-01,1,2011,29,26.9166666666667,1.07739938080495
"119",2011-02-01,2,2011,21,26.9166666666667,0.780185758513932
"120",2011-03-01,3,2011,39,26.9166666666667,1.44891640866873
"121",2011-04-01,4,2011,24,26.9166666666667,0.891640866873065
"122",2011-05-01,5,2011,22,26.9166666666667,0.81733746130031
"123",2011-06-01,6,2011,31,26.9166666666667,1.15170278637771
"124",2011-07-01,7,2011,33,26.9166666666667,1.22600619195046
"125",2011-08-01,8,2011,27,26.9166666666667,1.0030959752322
"126",2011-09-01,9,2011,27,26.9166666666667,1.0030959752322
"127",2011-10-01,10,2011,23,26.9166666666667,0.854489164086687
"128",2011-11-01,11,2011,19,26.9166666666667,0.705882352941176
"129",2011-12-01,12,2011,28,26.9166666666667,1.04024767801858
"130",2012-01-01,1,2012,18,23,0.782608695652174
"131",2012-02-01,2,2012,33,23,1.43478260869565
"132",2012-03-01,3,2012,23,23,1
"133",2012-04-01,4,2012,20,23,0.869565217391304
"134",2012-05-01,5,2012,25,23,1.08695652173913
"135",2012-06-01,6,2012,25,23,1.08695652173913
"136",2012-07-01,7,2012,24,23,1.04347826086957
"137",2012-08-01,8,2012,17,23,0.739130434782609
"138",2012-09-01,9,2012,21,23,0.91304347826087
"139",2012-10-01,10,2012,19,23,0.826086956521739
"140",2012-11-01,11,2012,23,23,1
"141",2012-12-01,12,2012,28,23,1.21739130434783
"142",2013-01-01,1,2013,25,23.8333333333333,1.04895104895105
"143",2013-02-01,2,2013,21,23.8333333333333,0.881118881118881
"144",2013-03-01,3,2013,24,23.8333333333333,1.00699300699301
"145",2013-04-01,4,2013,20,23.8333333333333,0.839160839160839
"146",2013-05-01,5,2013,25,23.8333333333333,1.04895104895105
"147",2013-06-01,6,2013,21,23.8333333333333,0.881118881118881
"148",2013-07-01,7,2013,18,23.8333333333333,0.755244755244755
"149",2013-08-01,8,2013,23,23.8333333333333,0.965034965034965
"150",2013-09-01,9,2013,21,23.8333333333333,0.881118881118881
"151",2013-10-01,10,2013,35,23.8333333333333,1.46853146853147
"152",2013-11-01,11,2013,27,23.8333333333333,1.13286713286713
"153",2013-12-01,12,2013,26,23.8333333333333,1.09090909090909
"154",2014-01-01,1,2014,25,25.1666666666667,0.993377483443709
"155",2014-02-01,2,2014,15,25.1666666666667,0.596026490066225
"156",2014-03-01,3,2014,17,25.1666666666667,0.675496688741722
"157",2014-04-01,4,2014,15,25.1666666666667,0.596026490066225
"158",2014-05-01,5,2014,27,25.1666666666667,1.07284768211921
"159",2014-06-01,6,2014,25,25.1666666666667,0.993377483443709
"160",2014-07-01,7,2014,21,25.1666666666667,0.834437086092715
"161",2014-08-01,8,2014,28,25.1666666666667,1.11258278145695
"162",2014-09-01,9,2014,26,25.1666666666667,1.03311258278146
"163",2014-10-01,10,2014,30,25.1666666666667,1.19205298013245
"164",2014-11-01,11,2014,33,25.1666666666667,1.3112582781457
"165",2014-12-01,12,2014,40,25.1666666666667,1.58940397350993
"166",2015-01-01,1,2015,30,32.5,0.923076923076923
"167",2015-02-01,2,2015,25,32.5,0.769230769230769
"168",2015-03-01,3,2015,22,32.5,0.676923076923077
"169",2015-04-01,4,2015,20,32.5,0.615384615384615
"170",2015-05-01,5,2015,28,32.5,0.861538461538462
"171",2015-06-01,6,2015,32,32.5,0.984615384615385
"172",2015-07-01,7,2015,29,32.5,0.892307692307692
"173",2015-08-01,8,2015,19,32.5,0.584615384615385
"174",2015-09-01,9,2015,39,32.5,1.2
"175",2015-10-01,10,2015,54,32.5,1.66153846153846
"176",2015-11-01,11,2015,40,32.5,1.23076923076923
"177",2015-12-01,12,2015,52,32.5,1.6
"178",2016-01-01,1,2016,53,49.8333333333333,1.06354515050167
"179",2016-02-01,2,2016,38,49.8333333333333,0.762541806020067
"180",2016-03-01,3,2016,33,49.8333333333333,0.662207357859532
"181",2016-04-01,4,2016,34,49.8333333333333,0.682274247491639
"182",2016-05-01,5,2016,52,49.8333333333333,1.04347826086957
"183",2016-06-01,6,2016,53,49.8333333333333,1.06354515050167
"184",2016-07-01,7,2016,56,49.8333333333333,1.12374581939799
"185",2016-08-01,8,2016,37,49.8333333333333,0.74247491638796
"186",2016-09-01,9,2016,49,49.8333333333333,0.983277591973244
"187",2016-10-01,10,2016,76,49.8333333333333,1.52508361204013
"188",2016-11-01,11,2016,55,49.8333333333333,1.10367892976589
"189",2016-12-01,12,2016,62,49.8333333333333,1.24414715719064
"190",2017-01-01,1,2017,47,34,1.38235294117647
"191",2017-02-01,2,2017,21,34,0.617647058823529
"192",NA,NA,NA,1,1,1
